path,bytes,status,purpose,deletion_advice
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj.o,127768,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_0.cpp,25380,tracked,attention输出投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_0.o,127936,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_1.cpp,25382,tracked,attention输出投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_1.o,127936,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_2.cpp,25382,tracked,attention输出投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_2.o,127936,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_3.cpp,25382,tracked,attention输出投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_3.o,127936,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_4.cpp,25382,tracked,attention输出投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_4.o,127936,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_5.cpp,25382,tracked,attention输出投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_5.o,127936,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_6.cpp,25401,tracked,attention输出投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_6.o,127936,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_7.cpp,25401,tracked,attention输出投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_7.o,127936,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_8.cpp,25401,tracked,attention输出投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/out_proj_8.o,127936,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/q_proj.cpp,21830,tracked,Q投影Split-K矩阵乘。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/q_proj.o,133632,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj.cpp,20827,tracked,MLP Up投影分组。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj.o,134096,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_0.cpp,20934,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_0.o,134344,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_1.cpp,20934,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_1.o,134424,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_10.cpp,20959,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_10.o,134432,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_11.cpp,20959,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_11.o,134432,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_12.cpp,20959,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_12.o,134432,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_13.cpp,20959,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_13.o,134432,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_14.cpp,20959,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_14.o,134432,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_15.cpp,20959,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_15.o,134344,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_2.cpp,20934,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_2.o,134424,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_3.cpp,20934,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_3.o,134424,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_4.cpp,20934,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_4.o,134424,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_5.cpp,20934,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_5.o,134424,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_6.cpp,20953,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_6.o,134424,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_7.cpp,20953,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_7.o,134424,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_8.cpp,20953,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_8.o,134424,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_9.cpp,20956,tracked,MLP Up投影分组；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/up_proj_9.o,134424,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aic/v_proj.cpp,21820,tracked,V投影矩阵乘。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aic/v_proj.o,133848,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/attn_out_seed.cpp,5339,tracked,初始化attention输出缓冲。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/attn_out_seed.o,59472,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/attn_phase0.cpp,117361,tracked,QK归一化、RoPE及KV cache等attention前处理。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/attn_phase0.o,486672,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/attn_swpipe_aiv.cpp,143235,tracked,mixed分页attention的数据搬运、softmax和向量协作。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/attn_swpipe_aiv.o,288104,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/copy_hidden.cpp,8099,tracked,输入hidden复制。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/copy_hidden.o,81528,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/copy_out.cpp,7672,tracked,最终输出拷贝。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/copy_out.o,80952,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/dcr_xgamma.cpp,15679,tracked,Down投影后残差与归一化相关处理。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/dcr_xgamma.o,113728,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/kv_seed.cpp,6663,tracked,初始化K/V投影累加缓冲。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/kv_seed.o,62168,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/mlp_out_seed.cpp,25450,tracked,初始化MLP相关输出/累加缓冲。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/mlp_out_seed.o,116992,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/post_rms_reduce.cpp,19390,tracked,后RMS统计归约。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/post_rms_reduce.o,136720,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/q_seed.cpp,6643,tracked,初始化Q投影累加缓冲。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/q_seed.o,62824,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/residual_rms_cast.cpp,23711,tracked,残差相加、类型转换及后RMS局部统计。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/residual_rms_cast.o,131960,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/residual_rms_cast_0.cpp,23884,tracked,残差相加、类型转换及后RMS局部统计；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/residual_rms_cast_0.o,132408,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/residual_rms_cast_1.cpp,23884,tracked,残差相加、类型转换及后RMS局部统计；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/residual_rms_cast_1.o,132416,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/residual_rms_cast_2.cpp,23894,tracked,残差相加、类型转换及后RMS局部统计；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/residual_rms_cast_2.o,132416,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/residual_rms_cast_3.cpp,23922,tracked,残差相加、类型转换及后RMS局部统计；独立注册的专用分组/调用版本，后缀不代表可删除副本。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/residual_rms_cast_3.o,132472,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/rms_recip.cpp,23638,tracked,计算RMS归一化倒数。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/rms_recip.o,143688,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/silu.cpp,24528,tracked,对应Gate/Up的SiLU激活与逐元素乘积。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/silu.o,155112,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/kernels/aiv/x_gamma0.cpp,15311,tracked,输入RMS相关的gamma加权准备。,保留；kernel_config.py引用的生成核，变更分组应重新生成而非手动删文件。
qwen3-decode-layer/simpler-operator/kernels/aiv/x_gamma0.o,124176,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/orchestration/decode_fwd_layers.cpp,147606,tracked,生成的AICPU编排：创建/提交任务、传递参数、连接依赖和中间张量。,保留；删除会使随包Simpler无法重建运行。
qwen3-decode-layer/simpler-operator/orchestration/decode_fwd_layers.so,1457704,local/ignored,本机编译得到的目标文件、编排动态库或设备二进制。,停跑后可清理；需完整源码和匹配工具链重建。
qwen3-decode-layer/simpler-operator/test_qwen3_decode_layer.py,480,tracked,Simpler replay薄入口，导入兄弟Python目录并传入runtime_dir执行生成C++。,保留；当前Simpler命令入口。
